考区,单位名称,单位层级,职位名称,专业要求,职位性质,职位简介,申论考试类别,报考人员身份要求,招录人数,基层工作年限要求,性别要求,最低学历要求,最高年龄要求,学位要求,户籍要求,职业资格证书等要求,其他招录条件及说明,最低服务年限要求,笔试最低开考比例,是否需体能测评,体检标准,咨询电话1,咨询电话2,年份,最低入面分数,行测成绩,申论成绩
长沙,宁乡市乡镇,乡镇办机关,煤炭坝镇（2021年毕业生2）,不限,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,坝塘镇（2021年毕业生）,农学大类,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,资福镇（2021年毕业生）,农学大类,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,灰汤镇（2021年毕业生1）,不限,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,灰汤镇（2021年毕业生2）,旅游管理类,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,双凫铺镇（2021年毕业生）,农学大类,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,大成桥镇（2021年毕业生）,农学大类,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,喻家坳乡（2021年毕业生1）,农学大类,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,喻家坳乡（2021年毕业生2）,不限,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,老粮仓镇（2021年毕业生1）,农学大类,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,老粮仓镇（2021年毕业生2）,"新闻学,广播电视学,网络与新媒体",公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,老粮仓镇（2021年毕业生3）,不限,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,流沙河镇（2021年毕业生）,农学大类,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,青山桥镇（2021年毕业生）,农学大类,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,黄材镇（2021年毕业生）,农学大类,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,横市镇（2021年毕业生）,农学大类,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,巷子口镇（2021年毕业生）,农学大类,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,沩山乡（2021年毕业生）,农学大类,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,沙田乡（2021年毕业生）,农学大类,公务员,,,2021届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,通过全国统一的高考或研究生入学考试，在国内普通高等学校或承担研究生教育任务的科研机构就读，且就读期间个人档案、组织关系保管在就读院校（或科研机构），于2021年7月31日前毕业的学生（应届博士毕业生可放宽到2021年12月31日前毕业）,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,花明楼镇,经济学类,公务员,,,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,夏铎铺镇,农学大类,公务员,,,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,金洲镇,农学大类,公务员,,,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
长沙,宁乡市乡镇,乡镇办机关,灰汤镇,农学大类,公务员,,,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,否,公务员录用体检通用标准,073188981521,,2021,,,
